N,Model,Price,Ram,CPU,Graphic,Storage
3992,Lenovo,309,4GB,Intel Pentium Quad Core N4200 1.1GHz,Intel HD Graphics 505,1TB HDD
3993,HP,1579,4GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,500GB HDD
3994,HP,288.9,4GB,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,1TB HDD
3995,Lenovo,1799,16GB,Intel Core i7 6560U 2.2GHz,Intel Iris Graphics 540,1TB SSD
3996,Toshiba,1105,4GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,128GB SSD
3997,HP,1669,8GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,256GB SSD
3998,Dell,558.6,4GB,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,1TB HDD
3999,MSI,1199,8GB,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,128GB SSD +  1TB HDD
4000,Dell,1639,8GB,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD
4001,Dell,2758,16GB,Intel Core i7 6820HK 2.7GHz,Nvidia GeForce GTX 1080,512GB SSD +  1TB HDD
4002,HP,1399,8GB,Intel Core i5 6300HQ 2.3GHz,Nvidia GeForce GTX 965M,128GB SSD +  1TB HDD
4003,Asus,530,4GB,Intel Pentium Quad Core N3710 1.6GHz,Nvidia GeForce 920MX,1TB HDD
4004,Acer,619,4GB,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,500GB HDD
4005,Toshiba,1119,8GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,256GB SSD
4006,Lenovo,1299,8GB,Intel Core M m7-6Y75 1.2GHz,Intel HD Graphics 515,256GB SSD
4007,Lenovo,999,16GB,AMD FX 8800P 2.1GHz,AMD Radeon R9 M385,512GB SSD +  1TB HDD
4008,Dell,1472.2,8GB,Intel Core i5 7200U 2.5GHz,Intel HD Graphics,256GB SSD
4009,Lenovo,685,8GB,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 920MX,1TB HDD
4010,Dell,659,4GB,Intel Core i3 6006U 2.0GHz,AMD Radeon R7 M445,1TB HDD
4011,Acer,349,4GB,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,32GB Flash Storage
4012,HP,2249,8GB,Intel Core i7 6820HQ 2.7GHz,Nvidia Quadro M1000M,8GB SSD
4013,Dell,1775,8GB,Intel Core i7 7600U 2.8GHz,Intel HD Graphics 620,256GB SSD
4014,Toshiba,1460,8GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,256GB SSD
4015,Asus,1159,8GB,Intel Core M M7-6Y75 1.2GHz,Intel HD Graphics 515,64GB Flash Storage
4016,Lenovo,1488.99,8GB,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,256GB SSD
4017,Dell,3154,16GB,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,512GB SSD +  1TB HDD
4018,Dell,1899,8GB,Intel Core i5 7Y54 1.2GHz,Intel HD Graphics 615,256GB SSD
4019,HP,775,4GB,Intel Pentium Quad Core N4200 1.1GHz,Intel HD Graphics 505,256GB SSD
4020,Dell,1268,8GB,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,256GB SSD
4021,Acer,389,4GB,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,32GB Flash Storage
4022,Toshiba,1535,8GB,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,256GB SSD
4023,Lenovo,1760,8GB,Intel Core i5 7300U 2.6GHz,Intel HD Graphics 620,256GB SSD
4024,Acer,1009,12GB,Intel Core i5 7200U 2.5GHz,Nvidia GeForce GTX 950M,128GB SSD +  1TB HDD
4025,Toshiba,1790,8GB,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,512GB SSD
4026,HP,846.5,8GB,Intel Core i5 7200U 2.50GHz,Nvidia GeForce 930MX,1TB HDD
4027,Dell,465.62,4GB,Intel Core i3 6006U 2.0GHz,AMD Radeon R5 M430,1TB HDD
4028,Dell,825,4GB,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,500GB HDD
4029,HP,685,4GB,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,500GB HDD
4030,Dell,3149,32GB,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,256GB SSD +  1TB HDD
4031,Lenovo,695,6GB,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 920MX,256GB SSD
4032,Dell,1899,16GB,Intel Core i7 7Y75 1.3GHz,Intel HD Graphics 615,512GB SSD
4033,Dell,1962.98,8GB,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,256GB SSD
4034,Dell,2800,32GB,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 1070,256GB SSD +  1TB HDD
4035,Toshiba,1180,8GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,256GB SSD
4036,Asus,2049.9,16GB,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,256GB SSD +  1TB HDD
4037,HP,979,8GB,Intel Core i5 7200U 2.70GHz,Nvidia GeForce 930MX,128GB SSD +  1TB HDD
4038,Lenovo,1002,4GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,508GB Hybrid
4039,Asus,1799,16GB,Intel Core i7 7500U 2.7GHz,Nvidia GeForce GTX 950M,512GB SSD +  2TB HDD
4040,HP,579,6GB,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,1TB HDD
4041,Asus,1749,16GB,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,256GB SSD +  1TB HDD
4042,Dell,1299,12GB,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,512GB SSD
4043,Toshiba,1195,4GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,128GB SSD
4044,Lenovo,549,6GB,AMD A12-Series 9720P 3.6GHz,AMD Radeon 530,256GB SSD
4045,Fujitsu,649,4GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,256GB SSD
4046,Toshiba,915,4GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,500GB HDD
4047,Dell,599,4GB,Intel Core i5 7200U 2.5GHz,AMD Radeon R5 M430,500GB HDD
4048,HP,806,8GB,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,1TB HDD
4049,Lenovo,1189,8GB,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,128GB SSD +  1TB HDD
4050,Dell,749,8GB,Intel Core i7 7500U 2.7GHz,AMD Radeon R7 M445,1TB HDD
4051,Dell,1119,8GB,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620 ,128GB SSD
4052,HP,1908,8GB,Intel Core M 6Y75 1.2GHz,Intel HD Graphics 515,512GB SSD
4053,HP,499,4GB,Intel Core i3 6006U 2GHz,AMD Radeon 520,128GB SSD +  1TB HDD
4054,Lenovo,270.62,4GB,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,128GB SSD
4055,Lenovo,1349,8GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,256GB SSD
4056,Dell,889,8GB,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD
4057,Asus,1150,8GB,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD
4058,HP,1349,8GB,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,256GB SSD
4059,Acer,380,4GB,Intel Pentium Quad Core N4200 1.1GHz,Intel HD Graphics 505,500GB HDD
4060,Asus,1799,16GB,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,256GB SSD +  1TB HDD
4061,HP,2089,8GB,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,512GB SSD
4062,Acer,1260,8GB,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,128GB SSD +  1TB HDD
4063,HP,1189,8GB,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD
4064,Dell,547,4GB,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,128GB SSD
4065,HP,779,4GB,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,500GB HDD
4066,Toshiba,1195,4GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,128GB SSD
4067,HP,1099.99,4GB,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,256GB SSD
4068,HP,1205,4GB,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD
4069,HP,1449,8GB,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,256GB SSD
4070,HP,1049.26,8GB,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 930MX,256GB SSD
4071,HP,684,4GB,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,500GB HDD
4072,Dell,949,8GB,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,1.0TB Hybrid
4073,HP,1539,4GB,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,500GB HDD
4074,HP,1590,4GB,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD
4075,HP,1887.21,8GB,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,256GB SSD
4076,HP,800,4GB,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,500GB HDD
4077,Toshiba,1210,8GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,256GB SSD
4078,HP,769.99,4GB,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,256GB SSD
4079,Lenovo,2968,16GB,Intel Core i7 6820HQ 2.7GHz,Nvidia Quadro 3000M,512GB SSD
4080,Toshiba,1490,8GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,256GB SSD
4081,HP,2229,8GB,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,256GB SSD
4082,Dell,795.99,4GB,Intel Core i3 6100U 2.3GHz,Intel HD Graphics 520,1TB HDD
4083,Toshiba,1590,8GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,256GB SSD
4084,HP,1149,8GB,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD
4085,HP,1185.43,8GB,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 930MX,256GB SSD
4086,Dell,1046.44,8GB,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,500GB HDD
4087,HP,1559,4GB,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD
4088,HP,1189,4GB,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,500GB HDD
4089,HP,1060,4GB,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,500GB HDD
4090,Dell,1624,8GB,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD
4091,HP,1080,8GB,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 930MX,256GB SSD
4092,HP,973,4GB,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD
4093,Acer,409,6GB,AMD A9-Series 9420 3GHz,AMD Radeon R5,1TB HDD
4094,MSI,1191.8,8GB,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,128GB SSD +  1TB HDD
4095,HP,1195,8GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,256GB SSD
4096,HP,1228.99,8GB,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,256GB SSD
4097,HP,1349,8GB,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,256GB SSD
4098,HP,742,4GB,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,500GB HDD
4099,Toshiba,1725,8GB,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,256GB SSD
4100,Dell,1062.95,8GB,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,256GB SSD
4101,HP,1010.51,8GB,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD
4102,Lenovo,847,4GB,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,256GB SSD
4103,Vero,210.8,2GB,Intel Atom X5-Z8350 1.44GHz,Intel HD Graphics 400,32GB Flash Storage
4104,Toshiba,1425,16GB,Intel Core i7 6500U 2.5GHz,Nvidia GeForce 930M,256GB SSD
4105,Lenovo,1049.6,8GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,256GB SSD
4106,HP,1000,4GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,500GB HDD
4107,HP,2103.34,8GB,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,256GB SSD +  500GB HDD
4108,HP,1469,8GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,256GB SSD
4109,MSI,1545.64,16GB,Intel Core i7 6820HK 2.7GHz,Nvidia GeForce GTX 980M,256GB SSD +  1TB HDD
4110,Lenovo,2289.99,16GB,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 980M,128GB SSD +  1TB HDD
4111,Asus,287.9,4GB,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,16GB Flash Storage
4112,Lenovo,2620,16GB,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,256GB SSD
4113,HP,979,8GB,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 940MX,1TB HDD
4114,Dell,1094,8GB,Intel Core i5 7200U 2.7GHz,Intel HD Graphics 620,256GB SSD
4115,HP,979,4GB,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD
4116,Dell,2254,16GB,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,1TB SSD
4117,HP,705.15,4GB,Intel Core i3 6100U 2.3GHz,Intel HD Graphics 520,500GB HDD
4118,HP,499,4GB,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,500GB HDD
4119,Acer,449,8GB,AMD A8-Series 7410 2.2GHz,AMD Radeon R5,1TB HDD
4120,Dell,1299,12GB,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,256GB SSD
4121,MSI,1819,16GB,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 1060,256GB SSD +  1TB HDD
4122,HP,1070,8GB,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,256GB SSD
4123,Asus,998,16GB,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 965M,1TB HDD
4124,Dell,559,4GB,Intel Core i5 7200U 2.5GHz,Intel HD Graphics,1TB HDD
4125,Dell,989.99,16GB,Intel Core i7 7500U 2.7GHz,AMD Radeon R7 M445,2TB HDD
4126,MSI,1929,16GB,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 1060,256GB SSD +  1TB HDD
4127,Dell,1458,8GB,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,256GB SSD
4128,Asus,3975,64GB,Intel Core i7 6820HK 2.7GHz,Nvidia GeForce GTX 980 ,1TB SSD
4129,Dell,798.01,8GB,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,256GB SSD
4130,Dell,1329,16GB,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 970M,256GB SSD +  1TB HDD
4131,Apple,1300,8GB,Intel Core M 1.1GHz,Intel HD Graphics 515,256GB Flash Storage
4132,Dell,481.98,4GB,Intel Core i3 6100U 2.3GHz,Intel HD Graphics 520,500GB HDD
4133,HP,1199,4GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,500GB HDD
4134,HP,1199,8GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,256GB SSD
4135,HP,1090,8GB,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,256GB SSD
4136,Lenovo,1713.49,8GB,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,256GB SSD
4137,Lenovo,659,8GB,Intel Core i5 6200U 2.3GHz,AMD Radeon R5 M330,1.0TB HDD
4138,Lenovo,977,4GB,Intel Core i5 6300HQ 2.3GHz,Nvidia GeForce GTX 950M,1TB HDD
4139,MSI,2499,16GB,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,256GB SSD +  1TB HDD
4140,Lenovo,540,4GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,500GB HDD
4141,HP,940,4GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,500GB HDD
4142,Lenovo,1399,8GB,Intel Core M 6Y75 1.2GHz,Intel HD Graphics 515,512GB SSD
4143,Lenovo,3240,32GB,Intel Core i7 6820HK 2.7GHz,Nvidia GeForce GTX 980M,512GB SSD +  1.0TB Hybrid
4144,Lenovo,646.27,4GB,Intel Atom x5-Z8550 1.44GHz,Intel HD Graphics 400,64GB Flash Storage
4145,HP,2049,16GB,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,512GB SSD
4146,Dell,750,8GB,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD
4147,HP,1030.99,4GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,500GB HDD
4148,HP,1495,8GB,Intel Core i7 6500U 2.5GHz,AMD FirePro W4190M,256GB SSD
4149,Lenovo,1199,8GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,180GB SSD
4150,HP,615,4GB,Intel Pentium Dual Core 4405Y 1.5GHz,Intel HD Graphics 515,32GB Flash Storage
4151,Acer,387,4GB,AMD A8-Series 7410 2.2GHz,AMD Radeon R5,500GB HDD
4152,Dell,393.49,4GB,Intel Pentium Quad Core N3700 1.6GHz,Intel HD Graphics,500GB HDD
4153,HP,345.99,4GB,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,1TB HDD
4154,Asus,1599,8GB,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,256GB SSD +  1TB HDD
4155,Dell,818.35,4GB,Intel Core i5 8250U 1.6GHz,AMD Radeon 530,256GB SSD
4156,HP,1599,4GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,128GB SSD
4157,Acer,799,8GB,Intel Core i5 7200U 2.5GHz,Nvidia GeForce GTX 950M,256GB SSD +  1TB HDD
4158,Dell,638.8,8GB,Intel Core i5 7200U 2.5GHz,AMD Radeon R7 M445,1TB HDD
4159,MSI,1599,8GB,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 965M,256GB SSD
4160,HP,500,4GB,Intel Pentium Quad Core N3710 1.6GHz,Intel HD Graphics 405,1TB HDD
4161,Asus,2299,16GB,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 980M,128GB SSD +  1TB HDD
4162,Dell,1135.15,4GB,Intel Core i3 6100U 2.3GHz,Intel HD Graphics 520,500GB HDD
4163,Dell,1166.97,4GB,Intel Core i3 6100U 2.3GHz,Intel HD Graphics 520,128GB SSD
4164,Acer,209,4GB,Intel Celeron Dual Core 3205U 1.5GHz,Intel HD Graphics,16GB SSD
4165,HP,2899,8GB,Intel Core i7 6700HQ 2.6GHz,AMD FirePro W6150M,1TB HDD
4166,Lenovo,1199,16GB,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,512GB SSD
4167,Dell,1413.1,8GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,256GB SSD
4168,MSI,1511.19,8GB,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960M,128GB SSD +  1TB HDD
4169,Lenovo,867,4GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,256GB SSD
4170,HP,398,4GB,AMD A6-Series 9220 2.5GHz,AMD Radeon R4,1TB HDD
4171,Asus,1339,16GB,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960M,128GB SSD +  1TB HDD
4172,HP,1699,8GB,Intel Core M 6Y54 1.1GHz,Intel HD Graphics 515,256GB SSD
4173,Dell,769.15,4GB,Intel Core i5 6200U 2.3GHz,AMD Radeon R5 M315,500GB HDD
4174,Lenovo,429,4GB,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,128GB SSD
4175,HP,1969,8GB,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,512GB SSD
4176,Lenovo,549,4GB,Intel Atom x5-Z8550 1.44GHz,Intel HD Graphics 400,64GB Flash Storage
4177,Dell,1379,8GB,Intel Core i7 7560U 2.4GHz,Intel Iris Plus Graphics 640,256GB SSD
4178,Lenovo,2749.99,16GB,Intel Core i7 6820HK 2.7GHz,Nvidia GeForce GTX 980M,256GB SSD +  1.0TB Hybrid
4179,Razer,1029,8GB,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,256GB SSD
4180,Toshiba,2226,16GB,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,512GB SSD
4181,Asus,1312.49,8GB,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960M,128GB SSD +  1TB HDD
4182,Vero,196,4GB,Intel Atom X5-Z8350 1.44GHz,Intel HD Graphics 400,32GB Flash Storage
4183,HP,1690,8GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,256GB SSD
4184,HP,1513,8GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,256GB SSD
4185,Dell,523.63,4GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,500GB HDD
4186,Asus,435,4GB,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,1TB HDD
4187,Lenovo,1669,8GB,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,256GB SSD
4188,Lenovo,479,4GB,Intel Atom x5-Z8550 1.44GHz,Intel HD Graphics 400,64GB Flash Storage
4189,HP,1895,8GB,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,256GB SSD
4190,Lenovo,989,8GB,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1060,128GB SSD +  1TB HDD
4191,HP,1129,8GB,Intel Core i5 6300HQ 2.3GHz,Nvidia GeForce GTX 1060,128GB SSD +  1TB HDD
4192,HP,629,8GB,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,2TB HDD
4193,Lenovo,2050.38,8GB,Intel Core i7 6600U 2.6GHz,Nvidia Quadro M500M,512GB SSD
4194,Asus,278,4GB,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,32GB Flash Storage
4195,HP,752,8GB,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,256GB SSD
4196,Acer,616,4GB,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 940MX,1TB HDD
4197,Lenovo,1099,16GB,Intel Core i7 6500U 2.5GHz,AMD Radeon R7 M360,1.0TB Hybrid
4198,HP,3949.4,8GB,Intel Core i7 6700HQ 2.6GHz,Nvidia Quadro M3000M,256GB SSD
4199,Dell,784,8GB,Intel Core i5 7200U 2.5GHz,AMD Radeon R7 M445,1TB HDD
4200,MSI,2399,16GB,Intel Core i7 6820HQ 2.7GHz,Nvidia GeForce GTX 980M,256GB SSD +  1TB HDD
4201,HP,2171.72,8GB,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,256GB SSD
4202,Lenovo,2440,16GB,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,512GB SSD
4203,MSI,1142.8,8GB,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,128GB SSD +  1TB HDD
4204,HP,1629,8GB,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,256GB SSD
4205,HP,2229,8GB,Intel Core i7 6700HQ 2.6GHz,Nvidia Quadro M1000M,256GB SSD
4206,HP,1799,8GB,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,256GB SSD
4207,HP,1899,8GB,Intel Core i7 6700HQ 2.6GHz,Nvidia Quadro M1000M,256GB SSD
4208,HP,2296.95,8GB,Intel Core i7 6500U 2.50GHz,Intel HD Graphics 520,256GB SSD
4209,Dell,1009.9,8GB,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 940MX,256GB SSD
4210,HP,1579,8GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,256GB SSD
4211,Lenovo,2339,8GB,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,256GB SSD
4212,Lenovo,339,4GB,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,1TB HDD
4213,HP,297,4GB,AMD E-Series 7110 1.8GHz,AMD Radeon R2 Graphics,500GB HDD
4214,Lenovo,599,8GB,Intel Core i5 6200U 2.3GHz,AMD Radeon R5 M330,1TB HDD
4215,Dell,1199,8GB,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050Ti,1TB HDD
4216,Dell,2250.68,8GB,Intel Core i5 6300HQ 2.3GHz,Nvidia GeForce 960M,256GB SSD
4217,HP,478.89,4GB,AMD A6-Series A6-9220 2.5GHz,AMD Radeon 520,256GB SSD
4218,MSI,1492.8,16GB,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,256GB SSD +  1TB HDD
4219,Lenovo,2299,12GB,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,512GB SSD
4220,Lenovo,788.49,8GB,Intel Core i5 6200U 2.3GHz,AMD Radeon R5 M330,1.0TB Hybrid
4221,HP,2041,8GB,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,512GB SSD
4222,Lenovo,1499,8GB,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,256GB SSD
4223,MSI,1769,16GB,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 970M,256GB SSD +  1TB HDD
4224,HP,899,8GB,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,1TB HDD
4225,Lenovo,459,8GB,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,1TB HDD
4226,HP,476.99,4GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,500GB HDD
4227,Dell,1498,8GB,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,128GB SSD +  1TB HDD
4228,Lenovo,1390,8GB,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD
4229,Lenovo,468,4GB,Intel Core i3 6006U 2GHz,Nvidia GeForce 920MX ,1TB HDD
4230,HP,249,2GB,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,32GB Flash Storage
4231,MSI,839,8GB,Intel Core i7 7500U 2.7GHz,Nvidia GeForce GTX 1050,1TB HDD
4232,HP,679,8GB,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,256GB SSD
4233,HP,1159,16GB,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,512GB SSD
4234,Asus,369,4GB,Intel Celeron Dual Core N3050 1.6GHz,Intel HD Graphics,500GB HDD
4235,Lenovo,398,4GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,500GB HDD
4236,Lenovo,709,8GB,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 940MX,1TB HDD
4237,Asus,769,4GB,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,256GB SSD
4238,Lenovo,825,4GB,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,1.0TB Hybrid
4239,Lenovo,1305,16GB,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960,512GB SSD
4240,MSI,2153.37,16GB,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 970M,128GB SSD +  1TB HDD
4241,HP,650,4GB,Intel Core i3 6100U 2.3GHz,Intel HD Graphics 520,500GB HDD
4242,Lenovo,1637,8GB,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,256GB SSD
4243,Lenovo,831,6GB,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 920M,256GB SSD
